interaction_type,AC,poll_question,user_id,where,who,gender,poll_option_orig,poll_option_recoded_close_to_original,poll_option_recoded_lower_resolution,poll_option_interpretation_recoding,impacts_on_item_of_column_I,system,WP2,WP3,WP4,WP5,WP6,nr_WPs,duplicated_in_col-J_poll_option_recoded_lower_resolution,,Row_number,Row_static
cloud,SWWAC,Which commercial stocks or species would you like advice on?,f0abf06de383b48892eaa9225541034ac050fd79,Western_waters,NGO,Man,cod ,cod,commercial fish/shellfish,cod,NA,ecological,0,1,0,0,1,2,demersal fish,0,528,528
cloud,SWWAC,Which ecological items would you like advice on?,61e6570c1ce8e4e65de83b37f0e418329993e877,Mediterranean/Western_waters,NA,Man,Community composition,community composition,food web,community composition,NA,ecological,0,0,1,0,1,2,"biodiversity (community composition, protection, etc.)",0,529,529
cloud,NWWAC,Which ecological items would you like advice on?,87ee616ce83533e32d0c17919c437d3690a88297,Western_waters,NGO,Man,connaissances  scientifiques argumentées partagées,shared scientific knowledge,,shared scientific knowledge,NA,social,1,0,0,0,1,2,"science (knowledge, data, methods)",0,530,530
cloud,NWWAC,Which social items would you like advice on?,3da2568c334d8485036691fff4732431b119d7d7,Western_waters,Industry,Man,Dependence of the populafion on fishing activity,societal effects,,societal implications of fisheries,NA,social,1,0,0,0,1,2,social status of fishers and fisheries,0,531,531
cloud,NWWAC,Which social items would you like advice on?,87ee616ce83533e32d0c17919c437d3690a88297,Western_waters,NGO,Man,considération sociale des pêcheurs dans la société,societal effects,,societal implications of fisheries,NA,social,1,0,0,0,1,2,social status of fishers and fisheries,0,532,532
cloud,NWWAC,Which social items would you like advice on?,ac3f4cdb9c82b7c02745c613b175f95ee37fffaa,Western_waters,Industry,Man,consumption pattern ,consumption pattern ,society,consumption pattern ,NA,social,1,0,0,0,1,2,food provision,0,533,533
cloud,NWWAC,Which social items would you like advice on?,b8f5be0850d25150ceea8d665b7d248de8a4b564,NA,NA,NA,consumption pattern ,consumption pattern ,society,consumption pattern ,NA,social,1,0,0,0,1,2,food provision,0,534,534
cloud,SWWAC,Which commercial stocks or species would you like advice on?,7a82262fdb90b41e7471755877642fd52b1417f7,Western_waters,Other,Woman,crab,crabs,commercial fish/shellfish,crabs,NA,ecological,0,1,0,0,1,2,crustaceans,0,535,535
cloud,SWWAC,Which commercial stocks or species would you like advice on?,f0abf06de383b48892eaa9225541034ac050fd79,Western_waters,NGO,Man,crab,crabs,commercial fish/shellfish,crabs,NA,ecological,0,1,0,0,1,2,crustaceans,0,536,536
cloud,SWWAC,Which social items would you like advice on?,7f011b1b1bc0c5edec4d3d20bbb895bf29738ecd,Western_waters,NGO,Man,Cultural heritage,cultural values,cultural values,cultural heritage,NA,social,1,0,0,0,1,2,social status of fishers and fisheries,0,537,537
cloud,NWWAC,Which commercial stocks or species would you like advice on?,ac3f4cdb9c82b7c02745c613b175f95ee37fffaa,Western_waters,Industry,Man,cuttlefish,cuttlefish,commercial fish/shellfish,cuttlefish,NA,ecological,0,1,0,0,1,2,cephalopods,0,538,538
cloud,SWWAC,Which items would you like to know the impact of?,7f011b1b1bc0c5edec4d3d20bbb895bf29738ecd,Western_waters,NGO,Man,Damaging fishing gears,damaging fishing gears,fishing gear,damaging fishing gears,NA,fisheries,0,0,1,0,1,2,"alternative exploitation patterns (new species, new gears, new strategies…)",0,539,539
cloud,NWWAC,Do you have topics you would like us to talk about next time?,f2ea37c32f0eb32a3e6a9ff83c94a6584fce4e3d,NA,NA,NA,Data defficencies,data defficiencies,uncertainties,data defficiencies,NA,social,1,0,0,0,1,2,"science (knowledge, data, methods)",0,540,540
cloud,NWWAC,Which social items would you like advice on?,d5d241bc55ea2dc00f95039ec1514915976c1abc,Baltic_Sea/Mediterranean/North_Sea/Western_waters,NGO,Man,Dependant and potential new jobs with regard to tourism and recreational angling,employment in tourism,jobs,employment related to tourism and recreational fisheries,NA,social,1,0,0,0,1,2,employment,0,541,541
cloud,NWWAC,Which social items would you like advice on?,d5d241bc55ea2dc00f95039ec1514915976c1abc,Baltic_Sea/Mediterranean/North_Sea/Western_waters,NGO,Man,Dependant and potential new jobs with regard to tourism and recreational angling,employment in recreational fisheries,jobs,employment related to tourism and recreational fisheries,NA,social,1,0,0,0,1,2,employment,0,542,542
cloud,SWWAC,Which ecological items would you like advice on?,bd50a5423da627db6b9acc53480a0de822170290,Western_waters,Industry,Man,deplacement aires de répartition ,distributional change,fish distribution,species distribution,NA,ecological,0,0,0,1,1,2,species distribution,0,543,543
cloud,NWWAC,Which social items would you like advice on?,a318df1b1c42d58f015f6170cbc409d8dc5b8c64,Western_waters,Industry,Man,Develop positive  relationships between stakeholders ,positive relationships between stakeholders ,,stakeholder collaborations,NA,social,1,0,0,0,1,2,"participation (stakeholder collaborations, co-management, etc.)",0,544,544
cloud,SWWAC,Do you have topics you would like us to talk about next time?,f5b2843ef2290a543b1b460bee4145bb4a39f309,NA,NA,NA,Methods to collect data,data collection,uncertainties,data source methods,NA,social,1,1,1,1,1,5,"science (knowledge, data, methods)",0,545,545
cloud,SWWAC,Do you have topics you would like us to talk about next time?,c6b03c41a9ae1920b9b320b7bdb13866bb57e7a9,Western_waters,Other,Woman,different sources of data,data sources,uncertainties,data source methods,NA,social,1,1,1,1,1,5,"science (knowledge, data, methods)",0,546,546
cloud,NWWAC,Which social items would you like advice on?,0137843434b5cc8a526681f5af47b323e25f9310,North_Sea/Western_waters,Industry,Man,Employement,employment,jobs,employment,NA,social,1,0,0,0,1,2,employment,0,547,547
cloud,SWWAC,Which social items would you like advice on?,57d70ba720909d4b24e2e3b44b6fa701d14593e9,Western_waters,NGO,Man,Employment,employment,jobs,employment,NA,social,1,0,0,0,1,2,employment,0,548,548
cloud,SWWAC,Which social items would you like advice on?,7a82262fdb90b41e7471755877642fd52b1417f7,Western_waters,Other,Woman,Employment,employment,jobs,employment,NA,social,1,0,0,0,1,2,employment,0,549,549
cloud,SWWAC,Which social items would you like advice on?,7f011b1b1bc0c5edec4d3d20bbb895bf29738ecd,Western_waters,NGO,Man,Employment,employment,jobs,employment,NA,social,1,0,0,0,1,2,employment,0,550,550
cloud,NWWAC,Which social items would you like advice on?,85006db45b08b5b3485ffc4d51c670bc825b76a7,NA,NA,NA,Employment,employment,jobs,employment,NA,social,1,0,0,0,1,2,employment,0,551,551
cloud,NWWAC,Which social items would you like advice on?,f2ea37c32f0eb32a3e6a9ff83c94a6584fce4e3d,NA,NA,NA,Employment,employment,jobs,employment,NA,social,1,0,0,0,1,2,employment,0,552,552
cloud,SWWAC,Which social items would you like advice on?,f5b2843ef2290a543b1b460bee4145bb4a39f309,NA,NA,NA,Employment,employment,jobs,employment,NA,social,1,0,0,0,1,2,employment,0,553,553
cloud,NWWAC,Which social items would you like advice on?,e2c26f02983f50e8cba73289f6cf35a3ff359392,Western_waters,Other,Woman,direct and downstream employment,employment,jobs,employment,NA,social,1,0,0,0,1,2,employment,0,554,554
cloud,NWWAC,Which ecological items would you like advice on?,a318df1b1c42d58f015f6170cbc409d8dc5b8c64,Western_waters,Industry,Man,Displacement ,displacement ,competition for space,species distribution,NA,ecological,0,0,0,1,1,2,species distribution,0,555,555
cloud,NWWAC,Which items would you like to know the impact of?,a318df1b1c42d58f015f6170cbc409d8dc5b8c64,Western_waters,Industry,Man,Displacement ,displacement ,competition for space,species distribution,NA,ecological,0,0,0,1,1,2,species distribution,0,556,556
cloud,NWWAC,Which ecological items would you like advice on?,a318df1b1c42d58f015f6170cbc409d8dc5b8c64,Western_waters,Industry,Man,Displacement is a factor in the oceans ecology ,distributional change,fish distribution,species distribution,NA,ecological,0,0,0,1,1,2,species distribution,0,557,557
cloud,SWWAC,Which fisheries management measures do you think are relevant in your area?,61e6570c1ce8e4e65de83b37f0e418329993e877,Mediterranean/Western_waters,NA,Man,EAFM in LTL species management,lower trophic levels,,EBFM for low trophic levels,NA,social,0,0,1,0,1,2,EB(F)M,0,558,558
cloud,SWWAC,Which fisheries management measures do you think are relevant in your area?,61e6570c1ce8e4e65de83b37f0e418329993e877,Mediterranean/Western_waters,NA,Man,Incorporate the EAFM in the management of small pelagic / low trophic level species,lower trophic levels,,EBFM for low trophic levels,NA,social,0,0,1,0,1,2,EB(F)M,0,559,559
cloud,SWWAC,Which social items would you like advice on?,57d70ba720909d4b24e2e3b44b6fa701d14593e9,Western_waters,NGO,Man,Economic sustainability in coastal populations,economic sustainability,economics,coastal communities,NA,social,1,0,0,0,1,2,"coastal communities (economics, wellbeing, employment, etc)",0,560,560
cloud,SWWAC,Which social items would you like advice on?,57d70ba720909d4b24e2e3b44b6fa701d14593e9,Western_waters,NGO,Man,Economic sustainability in coastal populations,coastal populations,coastal communities,coastal communities,NA,social,1,0,0,0,1,2,"coastal communities (economics, wellbeing, employment, etc)",0,561,561
cloud,SWWAC,Which social items would you like advice on?,f5b2843ef2290a543b1b460bee4145bb4a39f309,NA,NA,NA,Economic sustainability in coastal populations,economic sustainability,economics,coastal communities,NA,social,1,0,0,0,1,2,"coastal communities (economics, wellbeing, employment, etc)",0,562,562
cloud,SWWAC,Which social items would you like advice on?,f5b2843ef2290a543b1b460bee4145bb4a39f309,NA,NA,NA,Economic sustainability in coastal populations,coastal populations,coastal communities,coastal communities,NA,social,1,0,0,0,1,2,"coastal communities (economics, wellbeing, employment, etc)",0,563,563
cloud,SWWAC,Which ecological items would you like advice on?,95019bc933d6ea50548d65d38a2f8e638aabe566,Western_waters,NGO,Woman,Ecosystem approach for Management ,ecosystem approach for management ,management strategy,ecosystem approach for management ,NA,social,1,0,0,0,1,2,EB(F)M,0,564,564
cloud,SWWAC,Which ecological items would you like advice on?,d7e7919e67bccd2cc4d6ad842fcb83c3d2fff508,NA,NA,NA,Ecosystem approach for Management ,ecosystem approach for management ,management strategy,ecosystem approach for management ,NA,social,1,0,0,0,1,2,EB(F)M,0,565,565
cloud,SWWAC,Which ecological items would you like advice on?,7f011b1b1bc0c5edec4d3d20bbb895bf29738ecd,Western_waters,NGO,Man,Ecosystem impacts,ecosystem impacts,ecosystem,ecosystem impacts of fisheries ,NA,social,0,0,1,0,1,2,ecosystem impacts of fishing,0,566,566
cloud,NWWAC,Which ecological items would you like advice on?,f2ea37c32f0eb32a3e6a9ff83c94a6584fce4e3d,NA,NA,NA,fishimpacy,fishing impacts,fisheries,ecosystem impacts of fisheries ,NA,social,0,0,1,0,1,2,ecosystem impacts of fishing,0,567,567
cloud,SWWAC,Which ecological items would you like advice on?,95019bc933d6ea50548d65d38a2f8e638aabe566,Western_waters,NGO,Woman,Ecosystem impacts of fisheries ,ecosystem impacts,ecosystem,ecosystem impacts of fisheries ,NA,social,0,0,1,0,1,2,ecosystem impacts of fishing,0,568,568
cloud,SWWAC,Which ecological items would you like advice on?,95019bc933d6ea50548d65d38a2f8e638aabe566,Western_waters,NGO,Woman,Ecosystem impacts of fisheries ,fisheries ,fisheries,ecosystem impacts of fisheries ,NA,fisheries,0,0,1,0,1,2,ecosystem impacts of fishing,0,569,569
cloud,SWWAC,Which non-commercial species and habitats would you like know the effect of fishing on?,61e6570c1ce8e4e65de83b37f0e418329993e877,Mediterranean/Western_waters,NA,Man,Marine mammals & elasmobranchs ,elasmobranchs,PETs,elasmobranchs,NA,ecological,0,0,1,0,1,2,elasmobranchs,0,570,570
cloud,SWWAC,Which commercial stocks or species would you like advice on?,7a82262fdb90b41e7471755877642fd52b1417f7,Western_waters,Other,Woman,skate,skates and rays,,elasmobranchs,NA,ecological,0,0,1,0,1,2,elasmobranchs,0,571,571
cloud,NWWAC,Which commercial stocks or species would you like advice on?,ac3f4cdb9c82b7c02745c613b175f95ee37fffaa,Western_waters,Industry,Man,skates and rays,skates and rays,,elasmobranchs,NA,ecological,0,0,1,0,1,2,elasmobranchs,0,572,572
cloud,SWWAC,Which ecological items would you like advice on?,7a82262fdb90b41e7471755877642fd52b1417f7,Western_waters,Other,Woman,WIND ENERGY OFF SHORE IMPACT,windfarms,,windfarms,NA,social,1,0,0,1,1,3,windfarms,0,573,573
cloud,NWWAC,Which items would you like to know the impact of?,ac3f4cdb9c82b7c02745c613b175f95ee37fffaa,Western_waters,Industry,Man,Windfarm,windfarms,,windfarms,NA,social,1,0,0,1,1,3,windfarms,0,574,574
cloud,NWWAC,Which items would you like to know the impact of?,0137843434b5cc8a526681f5af47b323e25f9310,North_Sea/Western_waters,Industry,Man,WindfarmS,windfarms,,windfarms,NA,social,1,0,0,1,1,3,windfarms,0,575,575
cloud,NWWAC,Which items would you like to know the impact of?,f2ea37c32f0eb32a3e6a9ff83c94a6584fce4e3d,NA,NA,NA,Windfarms,windfarms,,windfarms,NA,social,1,0,0,1,1,3,windfarms,0,576,576
cloud,NWWAC,Which ecological items would you like advice on?,f2ea37c32f0eb32a3e6a9ff83c94a6584fce4e3d,NA,NA,NA,Wwindfarmsimpact,windfarms,,windfarms,NA,social,1,0,0,1,1,3,windfarms,0,577,577
cloud,SWWAC,Which items would you like to know the impact of?,f0abf06de383b48892eaa9225541034ac050fd79,Western_waters,NGO,Man,electromagnetisme wind turbine effects ,windfarms,,windfarms,NA,social,1,0,0,1,1,3,windfarms,0,578,578
cloud,NWWAC,Which items would you like to know the impact of?,b8f5be0850d25150ceea8d665b7d248de8a4b564,NA,NA,NA,offshore wind energy development,windfarms,,windfarms,NA,social,1,0,0,1,1,3,windfarms,0,579,579
cloud,NWWAC,Which items would you like to know the impact of?,e2c26f02983f50e8cba73289f6cf35a3ff359392,Western_waters,Other,Woman,offshore wind energy development,windfarms,,windfarms,NA,social,1,0,0,1,1,3,windfarms,0,580,580
cloud,SWWAC,Which social items would you like advice on?,c6b03c41a9ae1920b9b320b7bdb13866bb57e7a9,Western_waters,Other,Woman,empirical knowledge,empirical knowledge,uncertainty,empirical knowledge,NA,social,1,1,1,1,1,5,"science (knowledge, data, methods)",0,581,581
cloud,SWWAC,Which non-commercial species and habitats would you like know the effect of fishing on?,61e6570c1ce8e4e65de83b37f0e418329993e877,Mediterranean/Western_waters,NA,Man,ETP species (in general),PET species,,PET species,NA,ecological,0,0,1,0,1,2,PET species,0,582,582
cloud,SWWAC,Which non-commercial species and habitats would you like know the effect of fishing on?,61e6570c1ce8e4e65de83b37f0e418329993e877,Mediterranean/Western_waters,NA,Man,ETP species (in general),PET species,,PET species,NA,ecological,0,0,1,0,1,2,PET species,0,583,583
cloud,SWWAC,Which non-commercial species and habitats would you like know the effect of fishing on?,7c6a9ea00d4169047685fcc2205941c726cae4db,NA,NA,NA,PETs,PET species,,PET species,NA,ecological,0,0,1,0,1,2,PET species,0,584,584
cloud,SWWAC,Which non-commercial species and habitats would you like know the effect of fishing on?,7c6a9ea00d4169047685fcc2205941c726cae4db,NA,NA,NA,PETs,PET species,,PET species,NA,ecological,0,0,1,0,1,2,PET species,0,585,585
cloud,NWWAC,Which non-commercial species and habitats would you like know the effect of fishing on?,f2ea37c32f0eb32a3e6a9ff83c94a6584fce4e3d,NA,NA,NA,Pet,PET species,,PET species,NA,ecological,0,0,1,0,1,2,PET species,0,586,586
cloud,NWWAC,Which non-commercial species and habitats would you like know the effect of fishing on?,f2ea37c32f0eb32a3e6a9ff83c94a6584fce4e3d,NA,NA,NA,Pet,PET species,,PET species,NA,ecological,0,0,1,0,1,2,PET species,0,587,587
cloud,SWWAC,Which social items would you like advice on?,95019bc933d6ea50548d65d38a2f8e638aabe566,Western_waters,NGO,Woman,Fair and sustainable fisheries,fisheries,fisheries,sustainable fisheries,NA,fisheries,1,0,0,0,1,2,"sustainable fisheries (assessment, certification, etc)",0,588,588
cloud,SWWAC,Which social items would you like advice on?,95019bc933d6ea50548d65d38a2f8e638aabe566,Western_waters,NGO,Woman,Fair and sustainable fisheries,sustainability,,sustainable fisheries,NA,social,1,0,0,0,1,2,"sustainable fisheries (assessment, certification, etc)",0,589,589
cloud,NWWAC,Which ecological items would you like advice on?,f2ea37c32f0eb32a3e6a9ff83c94a6584fce4e3d,NA,NA,NA,Fish displacement,fish displacement,fish distribution,species distribution,NA,ecological,0,0,0,1,1,2,species distribution,0,590,590
cloud,SWWAC,Do you have topics you would like us to talk about next time?,bd50a5423da627db6b9acc53480a0de822170290,Western_waters,Industry,Man,"Impacts des facteurs indépendants de la mortalité par pêche.
Pertinence de l'obligation de débarquement",mortality other than fishing mortality,,mortality other than fishing mortality,NA,ecological,0,1,0,0,1,2,mortality,0,591,591
cloud,SWWAC,Do you have topics you would like us to talk about next time?,7a82262fdb90b41e7471755877642fd52b1417f7,Western_waters,Other,Woman,"other mortality
",mortality other than fishing mortality,,mortality other than fishing mortality,NA,ecological,0,1,0,0,1,2,mortality,0,592,592
cloud,NWWAC,Which ecological items would you like advice on?,b8f5be0850d25150ceea8d665b7d248de8a4b564,NA,NA,NA,fish species interaction,species interactions,,species interactions,NA,ecological,0,1,1,1,1,4,species interactions,0,593,593
cloud,NWWAC,Which ecological items would you like advice on?,a318df1b1c42d58f015f6170cbc409d8dc5b8c64,Western_waters,Industry,Man,"Interaction between fish species, specifically increasing population of spurdog?",species interactions,,species interactions,NA,ecological,0,1,1,1,1,4,species interactions,0,594,594
cloud,SWWAC,Which items would you like to know the impact of?,95019bc933d6ea50548d65d38a2f8e638aabe566,Western_waters,NGO,Woman,Fishing gears in seabed ecosystems ,fishing gears,fishing gear,benthic impact,NA,fisheries,1,0,0,0,1,2,benthic habitat impact,0,595,595
