"","SW.ID","Year","Region","Scale...Spatial..m.","Scale...Temporal","Resolution...Spatial..m.","Resolution...Temporal","Sampling.Method.used.for.data.collection","Description.Other.Sampling.Method","Analytical.method.used.for.inference","Quality...Spatial..relative.1.3.","Quality...Temporal","Quality...Methods","WP4.task","Study.type","Ecosystem.component_level1","Ecosystem.component_level2","Ecosystem.component_level3","Ecosystem.component_benthos_sediment","Species.taxonomic.group.s.","Pressure.type","Pressure_level","Pressure_variable","Pressure_other","Fishery.type","Gear_level1","Gear_level2","Target.species_metier","Response.variable_paper","Response.variable_category","Direction.of.relationship","Reader","ROWID"
"150","SW4_0007",2022,"Mediterranean - non CS","1,000-5,000","year","500-1,000","month","Fisheries Dependent Data","& local ecological knowledge ","questionnaire (Local Ecological Knowledge), chemical digestion analysis of guts, polymer identification",2,2,2,"4.5","Fisheries dependent survey","Cephalopods",NA,NA,"Mixed","Octopus vulgaris","Input of litter",NA,"frequency of ML occurence inside octopus traps _ average number of ingested ML per individual _ identification of ingested plastics",NA,"Commercial","Other",NA,"bottom traps","litter ingestion _ litter occurrence in the traps","Other","Negative","Anastasopoulou",150
"151","SW4_0159",2020,"Mediterranean - non CS",">100,000","five year","50,000-100,000","year","Regular Fisheries Independent Survey",NA,"GLM with poisson distribution, distribution density indicators, increnebtak spatial autocorrelation",2,2,2,"4.5","Fisheries independent survey","Physical_habitats","Unknown",NA,NA,NA,"Input of litter",NA,"composition and density of marine litter _ marine litter spatial distribution _ fraction of fisheries related litter _ time trend and relation to depth",NA,"Commercial",NA,NA,NA,"density","Other","Negative","Anastasopoulou",151
"152","SW4_0933",2013,"Mediterranean - non CS",">100,000","month","50,000-100,000","subday","Irregular Fisheries Independent Survey",NA,"PERMANOVA, SIMPER",2,2,2,"4.5","Field experiment","Physical_habitats","Mixed",NA,NA,NA,"Input of litter",NA,"litter categorization",NA,"Commercial",NA,NA,"surface dedge","density","Other","Negative","Anastasopoulou",152
"153","SW4_0933",2013,"Mediterranean - non CS",">100,000","month","50,000-100,000","subday","Irregular Fisheries Independent Survey",NA,"PERMANOVA, SIMPER",2,2,2,"4.5","Field experiment","Benthos","Benthic_epifauna","Other","Mixed","benthic communities","Input of litter",NA,"litter colonization by organisms",NA,"Commercial",NA,NA,"surface dedge","organisms identification","Community composition","No impact","Anastasopoulou",153
"154","SW4_0933",2013,"CS - Mediterranean",">100,000","month","50,000-100,000","subday","Irregular Fisheries Independent Survey",NA,"PERMANOVA, SIMPER",2,2,2,"4.5","Field experiment","Physical_habitats","Mud",NA,NA,NA,"Input of litter",NA,"litter categorization",NA,"Commercial",NA,NA,"surface dedge","density","Other","Negative","Anastasopoulou",154
"155","SW4_0933",2013,"CS - Mediterranean",">100,000","month","50,000-100,000","subday","Irregular Fisheries Independent Survey",NA,"PERMANOVA, SIMPER",2,2,2,"4.5","Field experiment","Benthos","Benthic_epifauna","Other","Mixed","benthic communities","Input of litter",NA,"litter colonization by organisms",NA,"Commercial",NA,NA,"surface dedge","organisms identification","Community composition","No impact","Anastasopoulou",155
"156","SW4_0203",2020,"CS - Western Waters",">100,000","decade","50,000-100,000","year","Regular Fisheries Independent Survey",NA,"STATICO analysis",2,2,2,"4.4","Fisheries independent survey","Fish_teleost","Demersal",NA,NA,"fish assemblages","Catch_and_bycatch","Target","fishing hours",NA,"Commercial","Demersal trawls",NA,NA,"biomass","Abundance/biomass/density","Multiple","Anastasopoulou",156
"157","SW4_0203",2020,"CS - Western Waters",">100,000","decade","50,000-100,000","year","Regular Fisheries Independent Survey",NA,"STATICO analysis",2,2,2,"4.4","Fisheries independent survey","Fish_teleost","Demersal",NA,NA,"fish assemblages","Catch_and_bycatch","Target","fishing hours",NA,"Commercial","Pelagic trawls",NA,NA,"biomass","Abundance/biomass/density","Multiple","Anastasopoulou",157
"158","SW4_0203",2020,"CS - Western Waters",">100,000","decade","50,000-100,000","year","Regular Fisheries Independent Survey",NA,"STATICO analysis",2,2,2,"4.4","Fisheries independent survey","Cephalopods",NA,NA,NA,"fish assemblages","Catch_and_bycatch","Target","fishing hours",NA,"Commercial","Demersal trawls",NA,NA,"biomass","Abundance/biomass/density","Multiple","Anastasopoulou",158
"159","SW4_0203",2020,"CS - Western Waters",">100,000","decade","50,000-100,000","year","Regular Fisheries Independent Survey",NA,"STATICO analysis",2,2,2,"4.4","Fisheries independent survey","Cephalopods",NA,NA,NA,"fish assemblages","Catch_and_bycatch","Target","fishing hours",NA,"Commercial","Pelagic trawls",NA,NA,"biomass","Abundance/biomass/density","Multiple","Anastasopoulou",159
"160","SW4_0203",2020,"CS - Western Waters",">100,000","decade","50,000-100,000","year","Regular Fisheries Independent Survey",NA,"STATICO analysis",2,2,2,"4.4","Fisheries independent survey","Fish_cartilaginous","Sharks",NA,NA,"fish assemblages","Catch_and_bycatch","Target","fishing hours",NA,"Commercial","Demersal trawls",NA,NA,"biomass","Abundance/biomass/density","Multiple","Anastasopoulou",160
"161","SW4_0203",2020,"CS - Western Waters",">100,000","decade","50,000-100,000","year","Regular Fisheries Independent Survey",NA,"STATICO analysis",2,2,2,"4.4","Fisheries independent survey","Fish_cartilaginous","Sharks",NA,NA,"fish assemblages","Catch_and_bycatch","Target","fishing hours",NA,"Commercial","Pelagic trawls",NA,NA,"biomass","Abundance/biomass/density","Multiple","Anastasopoulou",161
"162","SW4_0396",2018,"CS - Mediterranean",">100,000","two month","50,000-100,000","two month","Fisheries Dependent Data",NA,"Kolmogorov– Smirnov test, ANOVA) or the Mann– Whitney U test,Pearson’s r correlation coefficient ",2,2,2,"4.4","Field experiment","Seabirds",NA,NA,NA,"Calonectris diomedea","Discarding",NA,"Discarding during bottom trawl operations","management measure of discard ban","Commercial","Demersal trawls","Otter trawl","bottom trawl","consumption of fisheries discards","Trophic structure","Positive","Anastasopoulou",162
"163","SW4_0396",2018,"CS - Mediterranean",">100,000","two month","50,000-100,000","two month","Fisheries Dependent Data",NA,"Kolmogorov– Smirnov test, ANOVA) or the Mann– Whitney U test,Pearson’s r correlation coefficient ",2,2,2,"4.2","Field experiment","Seabirds",NA,NA,NA,"Calonectris diomedea","Catch_and_bycatch","Bycatch","fishing effort",NA,"Commercial","Demersal trawls","Otter trawl","bottom trawl","mortality","Mortality","Positive","Anastasopoulou",163
"164","SW4_0396",2018,"CS - Mediterranean",">100,000","two month","50,000-100,000","two month","Fisheries Dependent Data",NA,"Kolmogorov– Smirnov test, ANOVA) or the Mann– Whitney U test,Pearson’s r correlation coefficient ",2,2,2,"4.4","Field experiment","Seabirds",NA,NA,NA,"Larus michahellis","Discarding",NA,"Discarding during bottom trawl operations","management measure of discard ban","Commercial","Demersal trawls","Otter trawl","bottom trawl","consumption of fisheries discards _ interspecific competition","Trophic structure","Positive","Anastasopoulou",164
"165","SW4_0908",2013,"CS - Western Waters",">100,000","multidecadal","50,000-100,000","year","Fisheries Dependent Data",NA,"age- and sex-structured stock assessment model, size composition, population dynamics (recruitment, fecundity, survey selectivity), likelihood contribution, life history parameters",2,2,2,"4.2","Modelling/simulation","Fish_cartilaginous","Sharks",NA,NA,"Squalus acanthias","Catch_and_bycatch","Target","stock assessment",NA,"Commercial","Demersal trawls","Otter trawl",NA,"biomass index","Abundance/biomass/density","Negative","Anastasopoulou",166
"166","SW4_0928",2013,"CS - North Sea",">100,000","multidecadal","50,000-100,000","year","Fisheries Dependent Data",NA,"landings-per-unit-effort , spatial distribution",2,2,2,"4.2","Modelling/simulation","Fish_teleost","Demersal",NA,NA,"Merlangius merlangus","Catch_and_bycatch","Target","fishing effort _ fishing mortality","climate change","Commercial","Demersal trawls","Otter trawl",NA,"Spatial distribution","Abundance/biomass/density","No impact","Anastasopoulou",167
"167","SW4_1131",2011,"CS - Western Waters",">100,000","multidecadal","50,000-100,000","year","Fisheries Dependent Data",NA,"size composition, landings per unit effort, growth parameters, yield per recruit model, sex and maturity per length data, proportion of mature females per age,  fecundity, mortality, dynamic population model,",2,2,2,"4.2","Modelling/simulation","Fish_teleost","Demersal",NA,NA,"Pagellus bogaraveo","Catch_and_bycatch","Target","fishing mortality _ catch per unit effort",NA,"Commercial",NA,NA,NA,"landings per unit effort _ mature individuals per age _  growth parameters _ spawning stock biomass","Abundance/biomass/density","Negative","Anastasopoulou",169
"168","SW4_0012",2021,"CS - Mediterranean","50,000-100,000","two year","1,000-5,000","year","Regular Fisheries Independent Survey",NA,"Ecopath model",2,2,3,"4.4","Modelling/simulation","Foodweb",NA,NA,NA,NA,"Catch_and_bycatch","Target","Fishing mortality",NA,"Commercial",NA,NA,NA,"Abundance","Abundance/biomass/density","Negative","Astarloa",172
"169","SW4_0133",2021,"CS - North Sea",">100,000","two year","50,000-100,000","year","Active Acoustic Sampling Survey",NA,"Angular Range Analysis to characterize seafloor ",2,2,3,"4.3","Fisheries independent survey","Physical_habitats","Sand",NA,NA,NA,"Physical disturbance of the seabed",NA,"Density of trawl marks",NA,"Commercial","Demersal trawls","Otter trawl",NA,"Seaflor structure and properties","Other","Negative","Astarloa",175
"170","SW4_0133",2021,"CS - North Sea",">100,000","two year","50,000-100,000","year","Active Acoustic Sampling Survey",NA,"Angular Range Analysis to characterize seafloor ",2,2,3,"4.3","Fisheries independent survey","Physical_habitats","Sand",NA,NA,NA,"Physical disturbance of the seabed",NA,"Density of trawl marks",NA,"Commercial","Demersal trawls","Beam trawl",NA,"Seaflor structire and properties","Other","Negative","Astarloa",176
"171","SW4_0148",2020,"CS - Baltic Sea",">100,000","two year",">100,000","month","Fisheries Dependent Data",NA,"GLMM",2,2,3,"4.2","Field experiment","Marine_mammals","Cetaceans","Toothed_cetacean",NA,"Phocoena phocoena","Catch_and_bycatch","Bycatch","Incidental capture",NA,"Commercial","Nets","Gillnet","mainly cod Gadus morhua","Number of porpoise bycatches","Abundance/biomass/density","Negative","Astarloa",177
"172","SW4_0148",2020,"CS - Baltic Sea",">100,000","two year",">100,000","month","Fisheries Dependent Data",NA,"GLMM",2,2,3,"4.2","Field experiment","Marine_mammals","Cetaceans","Toothed_cetacean",NA,"Phocoena phocoena","Catch_and_bycatch","Bycatch","bycacth exclusion device",NA,"Commercial","Nets","Gillnet","mainly cod Gadus morhua","Number of porpoise bycatches","Abundance/biomass/density","Positive","Astarloa",178
"173","SW4_0199",2020,"CS - Mediterranean",">100,000","decade","50,000-100,000","week","Other","Questionary","Descriptive statistics",2,2,3,"4.2","Other","Marine_mammals","Seals",NA,NA,"Monachus monachus","Catch_and_bycatch","Bycatch","Entanglement",NA,"Commercial","Nets",NA,NA,"Number of individuals accidentally entangled annually","Abundance/biomass/density","Negative","Astarloa",180
"174","SW4_0282",2019,"CS - North Sea",">100,000","two year","50,000-100,000","year","Fisheries Dependent Data",NA,"Spawner-per-recruit models",2,2,3,"4.4","Modelling/simulation","Fish_teleost",NA,NA,NA,NA,"Catch_and_bycatch","Target","Fishing mortality",NA,"Commercial","Demersal trawls",NA,NA,"per cent SPR (Spawning potential ratio): the reduction in reproductive potential due to fishing","Reproduction","Multiple","Astarloa",181
"175","SW4_0282",2019,"CS - North Sea",">100,000","two year","50,000-100,000","year","Fisheries Dependent Data",NA,"Spawner-per-recruit models",2,2,3,"4.4","Modelling/simulation","Fish_cartilaginous",NA,NA,NA,NA,"Catch_and_bycatch","Non-target","Fishing mortality",NA,"Commercial","Demersal trawls",NA,NA,"per cent SPR (Spawning potential ratio): the reduction in reproductive potential due to fishing","Reproduction","Negative","Astarloa",182
"176","SW4_0304",2019,"Mediterranean - non CS","1,000-5,000","two year","500-1,000","half year","Irregular Fisheries Independent Survey",NA,"Taxonomic identification _ Biodiversity metrics and ecological quality indices calculation (including species richness and total abundance) _ Univariate data analysis (ANOVA)",2,2,3,"4.3","Field experiment","Benthos",NA,NA,NA,"Macrofauna","Catch_and_bycatch","Target","Decrease on number of fishing days",NA,"Commercial","Demersal trawls",NA,NA,"Total abundance per sampling unit","Abundance/biomass/density","Positive","Astarloa",183
"177","SW4_0304",2019,"Mediterranean - non CS","1,000-5,000","two year","500-1,000","half year","Irregular Fisheries Independent Survey",NA,"Taxonomic identification _ Biodiversity metrics and ecological quality indices calculation (including species richness and total abundance) _ Univariate data analysis (ANOVA)",2,2,3,"4.3","Field experiment","Benthos",NA,NA,NA,"Macrofauna","Catch_and_bycatch","Target","Decrease on number of fishing days",NA,"Commercial","Demersal trawls",NA,NA,"Species richness per sampling unit ","Biodiversity","Positive","Astarloa",184
"178","SW4_0353",2018,"CS - Western Waters","50,000-100,000","year","5,000-10,000","quarter","Irregular Fisheries Independent Survey",NA,"Taxonomic identification _ Bycatch per Unit Effort",2,2,3,"None","Field experiment","Benthos","Benthic_epifauna","Other",NA,"Mainly crustaceans","Catch_and_bycatch","Non-target","Crab pot fishery effort (number of pots)",NA,"Commercial","Pots",NA,"Crustaceans","Bycatch composition","Community composition","Negative","Astarloa",186
"179","SW4_0361",2018,"Mediterranean - non CS","50,000-100,000","two year","1,000-5,000","year","Irregular Fisheries Independent Survey",NA,"Sedimentological analyses",2,2,3,"4.3","Fisheries independent survey","Physical_habitats",NA,NA,NA,NA,"Physical disturbance of the seabed",NA,"Trawling activity in terms of spatial distribution",NA,"Commercial","Demersal trawls",NA,NA,"Sedimentation rate","Other","Negative","Astarloa",187
"180","SW4_0362",2018,"CS - Mediterranean","50,000-100,000","quarter","10,000-50,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"CPUE comparisons between areas",2,2,3,"None","Field experiment","Fish_teleost","Demersal",NA,NA,NA,"Catch_and_bycatch","Target","Fishing restriction",NA,"Commercial","Demersal trawls",NA,NA,"Biomass","Abundance/biomass/density","Positive","Astarloa",188
"181","SW4_0362",2018,"CS - Mediterranean","50,000-100,000","quarter","10,000-50,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"ANOVA to test differences in the size of target species between areas",2,2,3,"None","Field experiment","Fish_teleost","Demersal",NA,NA,NA,"Catch_and_bycatch","Target","Fishing restriction",NA,"Commercial","Demersal trawls",NA,NA,"Length","Size/age structure","Positive","Astarloa",189
"182","SW4_0392",2018,"Mediterranean - non CS",">100,000","decade","10,000-50,000","year","Fisheries Dependent Data",NA,"Size frequency analysis _ LB-SPR method/model",2,2,3,"None","Modelling/simulation","Fish_teleost","Demersal",NA,NA,"Merluccius merluccius","Catch_and_bycatch","Target","Fishing mortality",NA,"Commercial","Demersal trawls",NA," ","Spawning potential ratio (SPR)","Reproduction","Negative","Astarloa",190
"183","SW4_0415",2018,"CS - North Sea",">100,000","two year","5,000-10,000","year","Regular Fisheries Independent Survey",NA,"Litter identification, clasification and counting",2,2,3,"4.5","Fisheries independent survey","Physical_habitats",NA,NA,NA,"Seafloor","Input of litter",NA,"Fishing litter input ",NA,"Commercial","Demersal trawls",NA,NA,"Number of litter items on the seafloor","Abundance/biomass/density","Negative","Astarloa",192
"184","SW4_0478",2017,"Mediterranean - non CS",">100,000","five year","10,000-50,000","year","Regular Fisheries Independent Survey",NA,"Species distribution models (GAM)",2,2,3,"4.3","Modelling/simulation","Benthos","Benthic_epifauna","Corals","Mud","Funiculina quadrangularis","Catch_and_bycatch","Non-target","Presence of trawling activity",NA,"Commercial","Demersal trawls",NA,"Crustaceans","Occurrence/abundance of corals","Abundance/biomass/density","No impact","Astarloa",193
